filename,title,doi,year,journal,abstract,pages,size_mb,authors,citationCount
！jmse-13-00568-v2.pdf,Layer-by-Layer Self-Assembly Marine Antifouling Coating of Phenol Absorbed by Polyvinylpyrrolidone Anchored on Stainless Steel Surfaces,10.3390/jmse13030568,2025,Journal of Marine Science and Engineering,"Marine biofouling is a major problem that contributes to the failure of man- made marine structures. Conventional marine antifouling coatings that release heavy metal ions for antimicrobial purposes are no longer in line with today’s environmental issues. In this paper, a layer-by-layer (LBL) self-assembled marine antifouling coating based on an addition reaction between polyvinylpyrrolidone (PVP) and phenols to anchor pyrogallic (PG) with an antimicrobial effect on stainless steel surfaces is presented. For this purpose, three phenolics were selected, and their antifouling effects were compar",17,7.74,Zaixiang Zheng; Shutong Wu; Haobo Shu; Qingzhen Han; Pan Cao,2
！kill-resist-renew-trinity-hyperbranched-polymer-with-self-regenerating-attack-and-defense-for-antifouling-coatings.pdf,Kill–Resist–Renew Trinity: Hyperbranched Polymer with Self-Regenerating Attack and Defense for Antifouling Coatings,10.1021/acsami.1c02273,2021,ACS Applied Materials & Interfaces,"Traditional antifouling coatings are generally based on a single antifouling mechanism, which can hardly meet the needs of diﬀerent occasions. Here, a single “kill−resist−renew trinity” polymeric coating integrating fouling killing, resistance, and releasing functions is reported. To achieve the design, a novel monomer-tertiary carboxybetaine ester acrylate with the antifoul- ing group N-(2,4,6-trichlorophenyl)maleimide (TCB-TCPM) is synthesized and copolymerized with methacrylic anhydride via reversible addition-fragmentation chain transfer polymerization yielding a degradable hyperbranched p",9,3.68,Guoxiong Dai; Xiaoqing Ai; Liqin Mei; Chunfeng Ma; Guangzhao Zhang,83
！metal-free-low-surface-energy-and-self-healing-polyurethane-coating-with-an-excellent-antifouling-property.pdf,"Metal-Free, Low-Surface Energy, and Self-Healing Polyurethane Coating with an Excellent Antifouling Property",10.1021/acsapm.2c01503,2022,ACS Applied Polymer Materials,"The prevention and control of water biofouling has always been the focus of antifouling research. Coatings containing metal ions can effectively inhibit biofouling. However, the application of this type of coating has been limited as a result of its toxicity, irreparability, and poor antifouling ability under static conditions. Here, we have synthesized a self- repairing polymer antifouling coating with hydrophobic and multiple self- repairing systems through structural design with polytetrahydrofuran (PTMEG), isophorone diisocyanate (IPDI), perfluorooctyl ethyl acrylate (TEAc-8), triclosan (T",10,8.3,Rijia Jiang; Mengyue Liu; Xiangyu Zheng; Xing Zhou,24
！molecules-27-05059-v2.pdf,A Multiple-Stimuli-Responsive Amphiphilic Copolymer for Antifouling and Antibacterial Functionality via a “Resistance–Kill–Release” Mechanism,10.3390/molecules27165059,2022,Molecules,"In recent years, polymers with stimuli-responsive properties have been increasingly re- ported on due to their diverse applications. However, most of the studies have only focused on the performance of polymers under speciﬁc scenarios. The laws of changes in the properties in response to various external stimuli have been less systematically and quantitatively studied. In this paper, we prepared an amphiphilic polymer (PadaMX and PAdaM3QA−X) with temperature-, pH-, ion-, and β- cyclodextrin (β-CD)-responsive properties. According to the cloud point tested by the UV-Vis method, the lower critic",19,6.86,Xiaohan Liao; Kai Niu; Feng Liu; Yongming Zhang,3
！mucus-inspired-underwater-enhanced-amphiphilic-liquid-like-fluorocarbon-composite-coating-antifouling-and-anti-icing.pdf,Mucus-Inspired Underwater-Enhanced Amphiphilic Liquid-Like Fluorocarbon Composite Coating: Antifouling and Anti-icing Cycle Durability,10.1021/acsami.5c12461,2025,ACS Applied Materials & Interfaces,"The adhesion of marine fouling organisms and wave-induced ice accretion poses significant challenges to marine infrastructure, leading to substantial economic losses. Inspired by the Pacific salmon mucus, which exhibits both antibacterial and antifreeze properties, an amphiphilic liquid-like fluorocarbon composite coating (PFDNK) with antifouling/anti-icing cyclability and durability is fabricated by integrating thiol-modified tungsten carbide (K-WC) as cross-linking sites into a polyurethane/polyurea-modified fluorocarbon polymer. Remarkably, PFDNK (underwater coefficient of friction ∼0.1) si",13,13.68,Zixu Zhang; Rongrong Chen; Jingyuan Liu; Gaohui Sun; Hongsen Zhang; Peili Liu; Rumin Li; Jun Wang,5
！new-peptidomimetic-polymers-for-antifouling-surfaces.pdf,New Peptidomimetic Polymers for Antifouling Surfaces,10.1021/ja0522534,2005,Journal of the American Chemical Society,,2,0.05,Andrea R. Statz; Robert J. Meagher; Annelise E. Barron; Phillip B. Messersmith,399
！oxidation-mediated-zwitterionic-polydopamine-coatings-for-marine-antifouling-applications.pdf,"Oxidation-Mediated, Zwitterionic Polydopamine Coatings for Marine Antifouling Applications",10.1021/acs.langmuir.8b03454,2018,Langmuir,"We synthesized a zwitterionic dopamine deriv- ative (ZW-DOPA) containing both catechol and amine groups, and we demonstrated an excellent marine antifouling surface by controlling the oxidation of ZW-DOPA. The oxidation was mediated by the deprotonation of catechol or the addition of an oxidant (ammonium persulfate (AP) or sodium periodate (NaIO4)). The oxidation and subsequent molecular trans- formation of ZW-DOPA was investigated over time by UV−vis spectroscopy. Among the diﬀerent oxidation conditions tested, NaIO4-induced ZW-DOPA coating was the most eﬃcient and successfully formed on vari",8,2.49,Do Kyoung Yeon; Sangwon Ko; Seokyung Jeong; Seok-Pyo Hong; Sung Min Kang; Woo Kyung Cho,77
！photoinitiated-thiol-ene-click-reaction-for-preparation-of-highly-adhesive-and-mechanically-stable-silicone-coatings.pdf,Photoinitiated Thiol–Ene Click Reaction for Preparation of Highly Adhesive and Mechanically Stable Silicone Coatings for Marine Antifouling and Anticorrosion,10.1021/acsami.4c18569,2025,ACS Applied Materials & Interfaces,"Marine biofouling and corrosion have become the main problems affecting the development of the marine industry. Silicone-based coatings have been widely used for antifouling and anticorrosion due to their low surface energy. However, the poor adhesion and low mechanical stability of these materials limit their application in complex marine environments. In this work, we presented a marine antifouling and anticorrosion coating named POSS-DMA@PDMS-TCM through photoinitiated thiol−ene click reaction combined with (mercaptopropyl) methylsiloxane dime- thylsiloxane (PDMS-SH), dopamine methacrylamid",13,8.01,Zhongshuai Gao; Shuya Zhang; Yanyi Duan; Heng Chang; Mei Cui; Renliang Huang; Rongxin Su,16
！polymers-13-02242.pdf,Simple Preparation of Polydimethylsiloxane and Polyurethane Blend Film for Marine Antibiofouling Application,10.3390/polym13142242,2021,Polymers,"A key way to prevent undesirable fouling of any structure in the marine environment, without harming any microorganisms, is to use a polymer ﬁlm with high hydrophobicity. The polymer ﬁlm, which was simply prepared from a blend of hydrophobic polydimethylsiloxane elastomer and hydrophilic polyurethane, showed improved properties and economic viability for antifouling ﬁlm for the marine industry. The ﬁeld emission scanning electron microscope and energy dispersive X-ray spectrometer (FESEM and EDX) results from the polymer blend suggested a homogenous morphology and good distribution of the poly",16,10.59,Jirasuta Chungprempree; Sutep Charoenpongpool; Jitima Preechawong; Nithi Atthi; Manit Nithitanakul,16
！polymers-14-03804-v2.pdf,Preparation and Properties of Fluorosilicone Fouling-Release Coatings,10.3390/polym14183804,2022,Polymers,"To improve the antifouling performance of silicone fouling-release coatings, some ﬂu- orosilicone and silicone fouling-release coatings were prepared and cured at room temperature with hydroxyl-terminated ﬂuoropolysiloxane (FPS) or hydroxy-terminated polydimethylsiloxane (PDMS) as a ﬁlm-forming resin, tetraethyl orthosilicate (TEOS) as a crosslinking agent, and dibutyltin dilaurate (DBTDL) as a catalyst. The chemical structure, surface morphology and roughness, tensile properties, and antifouling properties of the coating were studied by infrared spectroscopy, a laser confocal scanning microsc",14,3.65,Tong Wu; Yuhong Qi; Qi’an Chen; Chuanjun Gu; Zhanping Zhang,16
！polymers-15-00317-v2.pdf,Anti-Fouling and Anti-Biofilm Performance of Self-Polishing Waterborne Polyurethane with Gemini Quaternary Ammonium Salts,10.3390/polym15020317,2023,Polymers,"Bioﬁlms are known to be difﬁcult to eradicate and control, complicating human infec- tions and marine biofouling. In this study, self-polishing and anti-fouling waterborne polyurethane coatings synthesized from gemini quaternary ammonium salts (GQAS), polyethylene glycol (PEG), and polycaprolactone diol (PCL) demonstrate excellent antibioﬁlm efﬁcacy. Their anti-fouling and anti-bioﬁlm performance was conﬁrmed by a culture-based method in broth media, with the bioﬁlm formation factor against Gram-positive (S. aureus) and Gram-negative bacterial strains (E. coli) for 2 days. The results indicate",15,5.97,Yi Zhang; Tao Ge; Yifan Li; Jinlin Lu; Hao Du; Ling Yan; Hong Tan; Jiehua Li; Yansheng Yin,18
！polymers-16-01570.pdf,Surface Reconstruction of Silicone-Based Amphiphilic Polymers for Mitigating Marine Biofouling,10.3390/polym16111570,2024,Polymers,"Poly(dimethylsiloxane) (PDMS) coatings are considered to be environmentally friendly antifouling coatings. However, the presence of hydrophobic surfaces can enhance the adhesion rate of proteins, bacteria and microalgae, posing a challenge for biofouling removal. In this study, hydrophilic polymer chains were synthesised from methyl methacrylate (MMA), Poly(ethylene glycol) methyl ether methacrylate (PEG-MA) and 3-(trimethoxysilyl) propyl methacrylate (TPMA). The crosslinking reaction between TPMA and PDMS results in the formation of a silicone-based amphiphilic co-network with surface reconst",13,6.96,Chuanying Wei; Yan Zhang; Zhen Tang; Changan Zhang; Jianhua Wu; Bo Wu,15
！role-of-backbone-chemistry-and-monomer-sequence-in-amphiphilic-oligopeptide-and-oligopeptoid-functionalized-pdms-and.pdf,Role of Backbone Chemistry and Monomer Sequence in Amphiphilic Oligopeptide- and Oligopeptoid-Functionalized PDMS- and PEO-Based Block Copolymers for Marine Antifouling and Fouling Release Coatings,10.1021/acs.macromol.6b02505,2017,Macromolecules,"Poly(dimethylsiloxane) (PDMS)- and poly(ethylene oxide) (PEO)-based block copolymer coatings functionalized with amphiphilic, surface-active, and sequence-controlled oligomer side chains were studied to directly compare the eﬀects of hydrophilicity, hydrogen bonding, and monomer sequence on antifouling performance. Utilizing a modular coating architecture, structurally similar copolymers were used to make direct and meaningful comparisons. Amphiphilic character was imparted with non- natural oligopeptide and oligopeptoid pendant chains made from oligo-PEO and surface-segregating ﬂuoroalkyl mon",12,2.08,Anastasia L. Patterson; Brandon Wenning; Georgios Rizis; David R. Calabrese; John A. Finlay; Sofia C. Franco; Ronald N. Zuckermann; Anthony S. Clare; Edward J. Kramer; Christopher K. Ober,71
！s10118-025-3382-y.pdf,Polydimethylsiloxane-based Antifouling Polymers with Tunable Self-healing Properties in Aqueous Environments,10.1007/s10118-025-3382-y,2025,Chinese Journal of Polymer Science,"Development of polymers with underwater self-healing and antifouling properties is crucial, particularly in harsh marine environ- ments. In this study, polydimethylsiloxane (PDMS)-based antifouling polymers with tunable self-healing capabilities in aqueous conditions were fabricated by incorporating amphiphilic segments and Fe3+-catechol dynamic coordination crosslinking. The microphase formed within the PDMS matrix imparted static antifouling properties to the coatings. The mechanical properties of the damaged sample were restored at room temperature in an aqueous environment for 24 h, achiev",9,0.9,Lu-Lu Si; Jing-Zhi Yang; An-Nan Kong; Yan Song; Da-Wei Zhang; Guo-Liang Li,6
！s10853-025-10725-9.pdf,Synthesis and antifouling properties of carbazole amide derivatives with fluorescent functional structure,10.1007/s10853-025-10725-9,2025,Journal of Materials Science,"Tin-free self-polishing antifouling coatings are prevalent today. However, its high ­Cu2O content endangers the marine environment. Leveraging the fluorescent properties of coating to prevent fouling is an environmentally friendly antifouling coating development. In this paper, four unreported fluorescent structural carba- zole amide derivatives (FSCAD) were synthesized by Friedel–Crafts alkylation reaction. Their fluorescence, antibacterial, and algal inhibition properties were examined. The fluorescent properties test results showed that the four FSCAD exhibited high fluorescence properties.",16,3.59,Yifan Wang; Wenjian Dong; Xuefeng Yan; Xia Li; Liangmin Yu,0
